sensor_id;sensor_type;location;lat;lon;timestamp;pressure;altitude;pressure_sealevel;temperature;humidity
113;BME280;45999;48.808;9.182;2022-04-12T00:00:58;97862.22;;;8.44;65.84
113;BME280;45999;48.808;9.182;2022-04-12T00:03:25;97866.91;;;8.42;67.06
113;BME280;45999;48.808;9.182;2022-04-12T00:05:52;97860.81;;;8.35;67.94
113;BME280;45999;48.808;9.182;2022-04-12T00:08:19;97859.63;;;8.24;69.39
113;BME280;45999;48.808;9.182;2022-04-12T00:10:46;97853.72;;;8.16;70.05
113;BME280;45999;48.808;9.182;2022-04-12T00:13:12;97851.28;;;8.14;70.07
113;BME280;45999;48.808;9.182;2022-04-12T00:15:39;97857.41;;;8.15;68.79
113;BME280;45999;48.808;9.182;2022-04-12T00:18:05;97857.22;;;8.10;68.73
113;BME280;45999;48.808;9.182;2022-04-12T00:20:50;97853.34;;;8.06;69.63
113;BME280;45999;48.808;9.182;2022-04-12T00:23:18;97852.75;;;7.97;71.53
113;BME280;45999;48.808;9.182;2022-04-12T00:25:45;97858.66;;;7.93;70.87
113;BME280;45999;48.808;9.182;2022-04-12T00:28:15;97863.56;;;7.96;69.84
113;BME280;45999;48.808;9.182;2022-04-12T00:30:42;97855.22;;;7.86;71.27
113;BME280;45999;48.808;9.182;2022-04-12T00:33:09;97859.50;;;7.80;72.30
113;BME280;45999;48.808;9.182;2022-04-12T00:35:35;97859.53;;;7.74;72.98
113;BME280;45999;48.808;9.182;2022-04-12T00:38:02;97858.50;;;7.68;74.28
113;BME280;45999;48.808;9.182;2022-04-12T00:40:39;97854.03;;;7.62;74.03
113;BME280;45999;48.808;9.182;2022-04-12T00:43:05;97862.19;;;7.61;74.04
113;BME280;45999;48.808;9.182;2022-04-12T00:45:32;97861.78;;;7.57;75.16
113;BME280;45999;48.808;9.182;2022-04-12T00:47:58;97863.59;;;7.50;75.80
113;BME280;45999;48.808;9.182;2022-04-12T00:50:25;97858.31;;;7.50;75.28
113;BME280;45999;48.808;9.182;2022-04-12T00:52:52;97866.03;;;7.52;76.03
113;BME280;45999;48.808;9.182;2022-04-12T00:55:21;97859.13;;;7.51;76.10
113;BME280;45999;48.808;9.182;2022-04-12T00:57:48;97863.00;;;7.48;74.95
113;BME280;45999;48.808;9.182;2022-04-12T01:00:15;97862.56;;;7.51;75.87
113;BME280;45999;48.808;9.182;2022-04-12T01:02:43;97860.56;;;7.47;76.50
113;BME280;45999;48.808;9.182;2022-04-12T01:05:09;97859.94;;;7.45;76.31
113;BME280;45999;48.808;9.182;2022-04-12T01:07:36;97857.47;;;7.43;77.23
113;BME280;45999;48.808;9.182;2022-04-12T01:10:06;97855.47;;;7.39;76.91
113;BME280;45999;48.808;9.182;2022-04-12T01:12:34;97854.88;;;7.37;77.31
113;BME280;45999;48.808;9.182;2022-04-12T01:15:14;97855.06;;;7.35;77.01
113;BME280;45999;48.808;9.182;2022-04-12T01:17:41;97849.34;;;7.38;76.78
113;BME280;45999;48.808;9.182;2022-04-12T01:20:09;97851.00;;;7.39;75.61
113;BME280;45999;48.808;9.182;2022-04-12T01:22:52;97850.56;;;7.36;76.78
113;BME280;45999;48.808;9.182;2022-04-12T01:25:22;97846.50;;;7.27;77.82
113;BME280;45999;48.808;9.182;2022-04-12T01:27:49;97845.06;;;7.18;77.88
113;BME280;45999;48.808;9.182;2022-04-12T01:30:16;97847.31;;;7.14;78.03
113;BME280;45999;48.808;9.182;2022-04-12T01:32:42;97842.84;;;7.15;77.50
113;BME280;45999;48.808;9.182;2022-04-12T01:35:09;97844.47;;;7.16;77.90
113;BME280;45999;48.808;9.182;2022-04-12T01:37:36;97840.00;;;7.23;77.77
113;BME280;45999;48.808;9.182;2022-04-12T01:40:04;97850.38;;;7.24;77.72
113;BME280;45999;48.808;9.182;2022-04-12T01:42:31;97852.22;;;7.24;77.48
113;BME280;45999;48.808;9.182;2022-04-12T01:44:57;97857.50;;;7.24;76.30
113;BME280;45999;48.808;9.182;2022-04-12T01:47:24;97863.38;;;7.19;77.17
113;BME280;45999;48.808;9.182;2022-04-12T01:49:50;97848.34;;;7.13;78.48
113;BME280;45999;48.808;9.182;2022-04-12T01:52:16;97849.56;;;7.11;78.99
113;BME280;45999;48.808;9.182;2022-04-12T01:54:43;97850.34;;;7.05;78.28
113;BME280;45999;48.808;9.182;2022-04-12T01:57:09;97846.69;;;6.99;77.21
113;BME280;45999;48.808;9.182;2022-04-12T01:59:35;97847.28;;;6.95;79.52
113;BME280;45999;48.808;9.182;2022-04-12T02:02:02;97842.00;;;6.88;80.33
113;BME280;45999;48.808;9.182;2022-04-12T02:04:28;97844.44;;;6.90;78.24
113;BME280;45999;48.808;9.182;2022-04-12T02:06:55;97839.78;;;6.92;78.17
113;BME280;45999;48.808;9.182;2022-04-12T02:09:21;97845.25;;;6.90;78.70
113;BME280;45999;48.808;9.182;2022-04-12T02:11:47;97855.19;;;6.88;78.42
113;BME280;45999;48.808;9.182;2022-04-12T02:14:14;97853.78;;;6.86;79.34
113;BME280;45999;48.808;9.182;2022-04-12T02:16:40;97849.13;;;6.88;78.98
113;BME280;45999;48.808;9.182;2022-04-12T02:19:06;97842.00;;;6.95;77.94
113;BME280;45999;48.808;9.182;2022-04-12T02:21:33;97833.47;;;6.93;78.85
113;BME280;45999;48.808;9.182;2022-04-12T02:23:59;97825.56;;;6.93;78.93
113;BME280;45999;48.808;9.182;2022-04-12T02:26:25;97831.41;;;6.88;78.94
113;BME280;45999;48.808;9.182;2022-04-12T02:28:52;97835.28;;;6.86;78.94
113;BME280;45999;48.808;9.182;2022-04-12T02:31:18;97830.19;;;6.84;78.92
113;BME280;45999;48.808;9.182;2022-04-12T02:33:44;97836.31;;;6.85;78.97
113;BME280;45999;48.808;9.182;2022-04-12T02:36:11;97838.34;;;6.83;78.78
113;BME280;45999;48.808;9.182;2022-04-12T02:38:38;97827.34;;;6.79;79.39
113;BME280;45999;48.808;9.182;2022-04-12T02:41:04;97841.56;;;6.78;79.29
113;BME280;45999;48.808;9.182;2022-04-12T02:43:30;97838.53;;;6.75;79.28
113;BME280;45999;48.808;9.182;2022-04-12T02:45:57;97832.59;;;6.73;79.82
113;BME280;45999;48.808;9.182;2022-04-12T02:48:24;97828.34;;;6.72;80.09
113;BME280;45999;48.808;9.182;2022-04-12T02:50:51;97833.03;;;6.70;79.78
113;BME280;45999;48.808;9.182;2022-04-12T02:53:17;97834.06;;;6.69;79.59
113;BME280;45999;48.808;9.182;2022-04-12T02:55:43;97834.25;;;6.67;80.84
113;BME280;45999;48.808;9.182;2022-04-12T02:58:09;97830.97;;;6.65;80.03
113;BME280;45999;48.808;9.182;2022-04-12T03:00:36;97824.44;;;6.61;81.13
113;BME280;45999;48.808;9.182;2022-04-12T03:03:02;97831.97;;;6.58;80.91
113;BME280;45999;48.808;9.182;2022-04-12T03:05:29;97825.66;;;6.59;80.54
