sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
33006;SDS011;19361;51.598;7.650;2022-01-30T00:03:50;19.30;;;3.67;;
33006;SDS011;19361;51.598;7.650;2022-01-30T00:08:51;23.48;;;3.80;;
33006;SDS011;19361;51.598;7.650;2022-01-30T00:13:52;31.38;;;4.35;;
33006;SDS011;19361;51.598;7.650;2022-01-30T00:18:53;16.30;;;3.83;;
33006;SDS011;19361;51.598;7.650;2022-01-30T00:24:03;18.83;;;3.72;;
33006;SDS011;19361;51.598;7.650;2022-01-30T00:29:19;20.75;;;3.60;;
33006;SDS011;19361;51.598;7.650;2022-01-30T00:34:20;23.83;;;4.38;;
33006;SDS011;19361;51.598;7.650;2022-01-30T00:39:20;20.33;;;3.55;;
33006;SDS011;19361;51.598;7.650;2022-01-30T00:44:21;20.63;;;4.45;;
33006;SDS011;19361;51.598;7.650;2022-01-30T00:49:22;20.95;;;4.55;;
33006;SDS011;19361;51.598;7.650;2022-01-30T00:54:23;20.25;;;3.55;;
33006;SDS011;19361;51.598;7.650;2022-01-30T00:59:23;24.88;;;4.75;;
33006;SDS011;19361;51.598;7.650;2022-01-30T01:04:24;16.92;;;3.40;;
33006;SDS011;19361;51.598;7.650;2022-01-30T01:09:25;18.95;;;3.42;;
33006;SDS011;19361;51.598;7.650;2022-01-30T01:14:34;24.75;;;4.72;;
33006;SDS011;19361;51.598;7.650;2022-01-30T01:19:38;18.58;;;3.70;;
33006;SDS011;19361;51.598;7.650;2022-01-30T01:24:57;13.77;;;3.80;;
33006;SDS011;19361;51.598;7.650;2022-01-30T01:29:58;19.02;;;4.40;;
33006;SDS011;19361;51.598;7.650;2022-01-30T01:34:58;17.52;;;3.50;;
33006;SDS011;19361;51.598;7.650;2022-01-30T01:40:00;20.70;;;4.30;;
33006;SDS011;19361;51.598;7.650;2022-01-30T01:45:01;26.30;;;3.42;;
33006;SDS011;19361;51.598;7.650;2022-01-30T01:50:03;19.23;;;3.33;;
33006;SDS011;19361;51.598;7.650;2022-01-30T01:55:04;16.92;;;3.55;;
33006;SDS011;19361;51.598;7.650;2022-01-30T02:00:05;22.13;;;3.88;;
33006;SDS011;19361;51.598;7.650;2022-01-30T02:05:07;16.75;;;3.28;;
33006;SDS011;19361;51.598;7.650;2022-01-30T02:10:09;15.63;;;3.45;;
33006;SDS011;19361;51.598;7.650;2022-01-30T02:15:19;22.10;;;3.60;;
33006;SDS011;19361;51.598;7.650;2022-01-30T02:20:22;20.92;;;3.75;;
33006;SDS011;19361;51.598;7.650;2022-01-30T02:25:42;18.73;;;3.75;;
33006;SDS011;19361;51.598;7.650;2022-01-30T02:30:47;19.27;;;3.60;;
33006;SDS011;19361;51.598;7.650;2022-01-30T02:35:59;24.70;;;4.07;;
33006;SDS011;19361;51.598;7.650;2022-01-30T02:41:00;22.92;;;4.38;;
33006;SDS011;19361;51.598;7.650;2022-01-30T02:46:01;21.35;;;3.97;;
33006;SDS011;19361;51.598;7.650;2022-01-30T02:51:01;23.00;;;4.72;;
33006;SDS011;19361;51.598;7.650;2022-01-30T02:56:11;21.10;;;4.13;;
33006;SDS011;19361;51.598;7.650;2022-01-30T03:01:12;24.08;;;5.28;;
33006;SDS011;19361;51.598;7.650;2022-01-30T03:06:13;14.10;;;3.72;;
33006;SDS011;19361;51.598;7.650;2022-01-30T03:11:13;24.10;;;3.90;;
33006;SDS011;19361;51.598;7.650;2022-01-30T03:16:14;25.80;;;4.65;;
33006;SDS011;19361;51.598;7.650;2022-01-30T03:21:15;20.52;;;4.22;;
33006;SDS011;19361;51.598;7.650;2022-01-30T03:26:16;29.13;;;4.13;;
33006;SDS011;19361;51.598;7.650;2022-01-30T03:31:16;21.77;;;4.70;;
33006;SDS011;19361;51.598;7.650;2022-01-30T03:36:19;21.15;;;3.70;;
33006;SDS011;19361;51.598;7.650;2022-01-30T03:41:20;19.33;;;3.78;;
33006;SDS011;19361;51.598;7.650;2022-01-30T03:46:22;21.17;;;3.55;;
33006;SDS011;19361;51.598;7.650;2022-01-30T03:51:24;21.15;;;4.43;;
33006;SDS011;19361;51.598;7.650;2022-01-30T03:56:24;22.80;;;3.83;;
33006;SDS011;19361;51.598;7.650;2022-01-30T04:01:25;24.60;;;4.05;;
33006;SDS011;19361;51.598;7.650;2022-01-30T04:06:26;20.05;;;3.20;;
33006;SDS011;19361;51.598;7.650;2022-01-30T04:11:27;18.27;;;3.75;;
33006;SDS011;19361;51.598;7.650;2022-01-30T04:16:29;14.20;;;3.60;;
33006;SDS011;19361;51.598;7.650;2022-01-30T04:21:30;19.17;;;3.58;;
33006;SDS011;19361;51.598;7.650;2022-01-30T04:26:31;18.52;;;3.90;;
33006;SDS011;19361;51.598;7.650;2022-01-30T04:31:32;25.17;;;4.38;;
33006;SDS011;19361;51.598;7.650;2022-01-30T04:36:33;25.48;;;4.28;;
33006;SDS011;19361;51.598;7.650;2022-01-30T04:41:41;17.53;;;4.10;;
33006;SDS011;19361;51.598;7.650;2022-01-30T04:46:57;19.10;;;3.80;;
33006;SDS011;19361;51.598;7.650;2022-01-30T04:52:17;18.75;;;3.40;;
33006;SDS011;19361;51.598;7.650;2022-01-30T04:57:17;13.27;;;3.10;;
33006;SDS011;19361;51.598;7.650;2022-01-30T05:02:42;18.20;;;3.53;;
33006;SDS011;19361;51.598;7.650;2022-01-30T05:07:48;24.55;;;3.90;;
33006;SDS011;19361;51.598;7.650;2022-01-30T05:12:50;18.42;;;3.00;;
33006;SDS011;19361;51.598;7.650;2022-01-30T05:17:52;23.20;;;3.72;;
33006;SDS011;19361;51.598;7.650;2022-01-30T05:22:53;15.23;;;3.03;;
33006;SDS011;19361;51.598;7.650;2022-01-30T05:27:54;25.63;;;4.18;;
33006;SDS011;19361;51.598;7.650;2022-01-30T05:32:55;13.07;;;3.28;;
33006;SDS011;19361;51.598;7.650;2022-01-30T05:37:56;16.73;;;3.03;;
33006;SDS011;19361;51.598;7.650;2022-01-30T05:42:58;23.25;;;3.13;;
33006;SDS011;19361;51.598;7.650;2022-01-30T05:47:59;17.75;;;3.17;;
33006;SDS011;19361;51.598;7.650;2022-01-30T05:53:05;12.85;;;2.70;;
33006;SDS011;19361;51.598;7.650;2022-01-30T05:58:06;13.00;;;2.60;;
33006;SDS011;19361;51.598;7.650;2022-01-30T06:03:08;9.02;;;2.53;;
33006;SDS011;19361;51.598;7.650;2022-01-30T06:08:09;21.35;;;3.53;;
33006;SDS011;19361;51.598;7.650;2022-01-30T06:13:30;18.20;;;3.40;;
33006;SDS011;19361;51.598;7.650;2022-01-30T06:18:31;13.00;;;2.95;;
33006;SDS011;19361;51.598;7.650;2022-01-30T06:23:32;23.65;;;3.35;;
33006;SDS011;19361;51.598;7.650;2022-01-30T06:28:33;16.85;;;2.83;;
33006;SDS011;19361;51.598;7.650;2022-01-30T06:33:33;13.88;;;2.95;;
33006;SDS011;19361;51.598;7.650;2022-01-30T06:38:34;19.20;;;3.10;;
33006;SDS011;19361;51.598;7.650;2022-01-30T06:43:35;17.98;;;3.50;;
33006;SDS011;19361;51.598;7.650;2022-01-30T06:48:35;10.70;;;2.90;;
33006;SDS011;19361;51.598;7.650;2022-01-30T06:53:36;15.18;;;3.10;;
33006;SDS011;19361;51.598;7.650;2022-01-30T06:58:37;17.60;;;3.00;;
33006;SDS011;19361;51.598;7.650;2022-01-30T07:03:38;22.08;;;3.53;;
33006;SDS011;19361;51.598;7.650;2022-01-30T07:08:39;17.52;;;3.58;;
33006;SDS011;19361;51.598;7.650;2022-01-30T07:13:39;19.25;;;3.13;;
33006;SDS011;19361;51.598;7.650;2022-01-30T07:18:40;16.25;;;3.00;;
33006;SDS011;19361;51.598;7.650;2022-01-30T07:23:42;9.80;;;2.97;;
33006;SDS011;19361;51.598;7.650;2022-01-30T07:28:43;19.60;;;3.28;;
33006;SDS011;19361;51.598;7.650;2022-01-30T07:33:43;17.80;;;3.13;;
33006;SDS011;19361;51.598;7.650;2022-01-30T07:38:44;14.45;;;3.05;;
33006;SDS011;19361;51.598;7.650;2022-01-30T07:43:45;19.35;;;3.35;;
33006;SDS011;19361;51.598;7.650;2022-01-30T07:48:45;21.08;;;3.15;;
33006;SDS011;19361;51.598;7.650;2022-01-30T07:53:46;19.58;;;3.65;;
33006;SDS011;19361;51.598;7.650;2022-01-30T07:58:47;25.77;;;3.83;;
33006;SDS011;19361;51.598;7.650;2022-01-30T08:03:48;25.05;;;3.90;;
33006;SDS011;19361;51.598;7.650;2022-01-30T08:08:49;18.67;;;3.58;;
33006;SDS011;19361;51.598;7.650;2022-01-30T08:13:49;25.77;;;4.10;;
33006;SDS011;19361;51.598;7.650;2022-01-30T08:18:50;27.08;;;4.00;;
33006;SDS011;19361;51.598;7.650;2022-01-30T08:23:51;16.02;;;3.67;;
33006;SDS011;19361;51.598;7.650;2022-01-30T08:28:52;19.30;;;3.58;;
33006;SDS011;19361;51.598;7.650;2022-01-30T08:33:52;21.98;;;3.55;;
33006;SDS011;19361;51.598;7.650;2022-01-30T08:38:53;24.42;;;4.18;;
33006;SDS011;19361;51.598;7.650;2022-01-30T08:43:54;25.92;;;4.13;;
33006;SDS011;19361;51.598;7.650;2022-01-30T08:48:54;28.17;;;4.22;;
33006;SDS011;19361;51.598;7.650;2022-01-30T08:53:55;21.85;;;4.63;;
33006;SDS011;19361;51.598;7.650;2022-01-30T08:58:56;19.15;;;4.15;;
33006;SDS011;19361;51.598;7.650;2022-01-30T09:03:58;32.10;;;4.43;;
33006;SDS011;19361;51.598;7.650;2022-01-30T09:08:59;18.40;;;5.63;;
33006;SDS011;19361;51.598;7.650;2022-01-30T09:14:03;27.45;;;4.82;;
33006;SDS011;19361;51.598;7.650;2022-01-30T09:19:03;20.15;;;4.15;;
33006;SDS011;19361;51.598;7.650;2022-01-30T09:24:04;19.50;;;4.40;;
33006;SDS011;19361;51.598;7.650;2022-01-30T09:29:05;24.15;;;4.20;;
33006;SDS011;19361;51.598;7.650;2022-01-30T09:34:06;24.77;;;4.13;;
33006;SDS011;19361;51.598;7.650;2022-01-30T09:39:07;23.83;;;3.90;;
33006;SDS011;19361;51.598;7.650;2022-01-30T09:44:07;25.27;;;5.13;;
33006;SDS011;19361;51.598;7.650;2022-01-30T09:49:11;32.33;;;4.40;;
33006;SDS011;19361;51.598;7.650;2022-01-30T09:54:12;31.58;;;4.72;;
33006;SDS011;19361;51.598;7.650;2022-01-30T09:59:13;26.75;;;5.25;;
33006;SDS011;19361;51.598;7.650;2022-01-30T10:04:14;23.27;;;4.75;;
33006;SDS011;19361;51.598;7.650;2022-01-30T10:09:21;43.22;;;5.63;;
33006;SDS011;19361;51.598;7.650;2022-01-30T10:14:28;27.08;;;5.32;;
33006;SDS011;19361;51.598;7.650;2022-01-30T10:19:29;29.65;;;5.78;;
33006;SDS011;19361;51.598;7.650;2022-01-30T10:24:30;25.88;;;5.10;;
33006;SDS011;19361;51.598;7.650;2022-01-30T10:29:36;31.75;;;5.50;;
33006;SDS011;19361;51.598;7.650;2022-01-30T10:34:37;28.42;;;5.10;;
33006;SDS011;19361;51.598;7.650;2022-01-30T10:45:08;29.60;;;5.45;;
33006;SDS011;19361;51.598;7.650;2022-01-30T10:50:16;29.15;;;4.90;;
33006;SDS011;19361;51.598;7.650;2022-01-30T10:55:35;29.63;;;5.30;;
33006;SDS011;19361;51.598;7.650;2022-01-30T11:00:46;23.45;;;5.07;;
33006;SDS011;19361;51.598;7.650;2022-01-30T11:05:58;30.15;;;6.10;;
