sensor_id;sensor_type;location;lat;lon;timestamp;pressure;altitude;pressure_sealevel;temperature;humidity
113;BME280;45999;48.808;9.182;2022-09-28T00:00:39;96433.41;;;8.68;nan
113;BME280;45999;48.808;9.182;2022-09-28T00:03:07;96429.78;;;8.74;nan
113;BME280;45999;48.808;9.182;2022-09-28T00:05:34;96422.38;;;8.76;nan
113;BME280;45999;48.808;9.182;2022-09-28T00:08:00;96414.72;;;8.79;nan
113;BME280;45999;48.808;9.182;2022-09-28T00:10:26;96412.34;;;8.78;nan
113;BME280;45999;48.808;9.182;2022-09-28T00:12:53;96405.94;;;8.74;nan
113;BME280;45999;48.808;9.182;2022-09-28T00:15:20;96400.13;;;8.77;nan
113;BME280;45999;48.808;9.182;2022-09-28T00:17:48;96397.25;;;8.78;nan
113;BME280;45999;48.808;9.182;2022-09-28T00:20:15;96392.28;;;8.82;nan
113;BME280;45999;48.808;9.182;2022-09-28T00:22:42;96388.81;;;8.81;nan
113;BME280;45999;48.808;9.182;2022-09-28T00:25:08;96385.59;;;8.79;nan
113;BME280;45999;48.808;9.182;2022-09-28T00:27:35;96379.75;;;8.77;nan
113;BME280;45999;48.808;9.182;2022-09-28T00:30:02;96376.63;;;8.80;nan
113;BME280;45999;48.808;9.182;2022-09-28T00:32:28;96367.03;;;8.79;nan
113;BME280;45999;48.808;9.182;2022-09-28T00:34:55;96364.41;;;8.79;nan
113;BME280;45999;48.808;9.182;2022-09-28T00:37:21;96359.38;;;8.78;nan
113;BME280;45999;48.808;9.182;2022-09-28T00:39:47;96353.88;;;8.84;nan
113;BME280;45999;48.808;9.182;2022-09-28T00:42:21;96341.69;;;8.88;nan
113;BME280;45999;48.808;9.182;2022-09-28T00:44:58;96347.81;;;8.89;nan
113;BME280;45999;48.808;9.182;2022-09-28T00:50:24;96334.31;;;8.90;nan
113;BME280;45999;48.808;9.182;2022-09-28T00:52:55;96328.72;;;8.87;nan
113;BME280;45999;48.808;9.182;2022-09-28T00:55:40;96316.50;;;8.86;nan
113;BME280;45999;48.808;9.182;2022-09-28T00:58:09;96312.56;;;8.88;nan
113;BME280;45999;48.808;9.182;2022-09-28T01:00:38;96305.66;;;8.87;nan
113;BME280;45999;48.808;9.182;2022-09-28T01:03:06;96296.38;;;8.85;nan
113;BME280;45999;48.808;9.182;2022-09-28T01:05:34;96293.72;;;8.85;nan
113;BME280;45999;48.808;9.182;2022-09-28T01:08:01;96290.19;;;9.01;nan
113;BME280;45999;48.808;9.182;2022-09-28T01:10:29;96281.09;;;8.92;nan
113;BME280;45999;48.808;9.182;2022-09-28T01:12:56;96276.06;;;8.95;nan
113;BME280;45999;48.808;9.182;2022-09-28T01:15:26;96272.06;;;8.93;nan
113;BME280;45999;48.808;9.182;2022-09-28T01:18:06;96266.78;;;8.93;nan
113;BME280;45999;48.808;9.182;2022-09-28T01:20:50;96266.53;;;8.94;nan
113;BME280;45999;48.808;9.182;2022-09-28T01:29:30;96245.38;;;8.99;nan
113;BME280;45999;48.808;9.182;2022-09-28T01:32:04;96237.75;;;9.08;nan
113;BME280;45999;48.808;9.182;2022-09-28T01:34:40;96232.47;;;9.13;nan
113;BME280;45999;48.808;9.182;2022-09-28T01:37:12;96228.75;;;9.09;nan
113;BME280;45999;48.808;9.182;2022-09-28T01:39:44;96222.94;;;9.12;nan
113;BME280;45999;48.808;9.182;2022-09-28T01:42:17;96223.50;;;9.14;nan
113;BME280;45999;48.808;9.182;2022-09-28T01:44:48;96224.63;;;9.23;nan
113;BME280;45999;48.808;9.182;2022-09-28T01:47:19;96213.41;;;9.16;nan
113;BME280;45999;48.808;9.182;2022-09-28T01:49:52;96212.91;;;9.19;nan
113;BME280;45999;48.808;9.182;2022-09-28T01:52:24;96206.09;;;9.28;nan
113;BME280;45999;48.808;9.182;2022-09-28T01:54:58;96197.59;;;9.31;nan
113;BME280;45999;48.808;9.182;2022-09-28T02:00:07;96185.97;;;9.32;nan
113;BME280;45999;48.808;9.182;2022-09-28T02:02:39;96183.03;;;9.33;nan
113;BME280;45999;48.808;9.182;2022-09-28T02:05:17;96176.97;;;9.33;nan
113;BME280;45999;48.808;9.182;2022-09-28T02:07:57;96179.34;;;9.34;nan
113;BME280;45999;48.808;9.182;2022-09-28T02:10:31;96173.25;;;9.34;nan
113;BME280;45999;48.808;9.182;2022-09-28T02:13:05;96172.50;;;9.38;nan
113;BME280;45999;48.808;9.182;2022-09-28T02:15:36;96165.56;;;9.37;nan
113;BME280;45999;48.808;9.182;2022-09-28T02:18:05;96160.28;;;9.42;nan
113;BME280;45999;48.808;9.182;2022-09-28T02:20:33;96163.75;;;9.43;nan
113;BME280;45999;48.808;9.182;2022-09-28T02:23:02;96156.84;;;9.42;nan
113;BME280;45999;48.808;9.182;2022-09-28T02:25:36;96157.91;;;9.41;nan
113;BME280;45999;48.808;9.182;2022-09-28T02:28:05;96143.06;;;9.45;nan
113;BME280;45999;48.808;9.182;2022-09-28T02:30:35;96152.09;;;9.44;nan
113;BME280;45999;48.808;9.182;2022-09-28T02:33:12;96146.53;;;9.45;nan
113;BME280;45999;48.808;9.182;2022-09-28T02:35:40;96140.47;;;9.50;nan
113;BME280;45999;48.808;9.182;2022-09-28T02:38:10;96135.16;;;9.50;nan
113;BME280;45999;48.808;9.182;2022-09-28T02:40:37;96136.22;;;9.54;nan
113;BME280;45999;48.808;9.182;2022-09-28T02:43:14;96135.16;;;9.50;nan
113;BME280;45999;48.808;9.182;2022-09-28T02:46:02;96135.69;;;9.52;nan
113;BME280;45999;48.808;9.182;2022-09-28T02:48:46;96139.41;;;9.56;nan
113;BME280;45999;48.808;9.182;2022-09-28T02:51:29;96125.31;;;9.50;nan
113;BME280;45999;48.808;9.182;2022-09-28T02:54:26;96131.97;;;9.53;nan
113;BME280;45999;48.808;9.182;2022-09-28T02:59:48;96126.16;;;9.56;nan
113;BME280;45999;48.808;9.182;2022-09-28T03:05:44;96105.69;;;9.51;nan
113;BME280;45999;48.808;9.182;2022-09-28T03:11:20;96107.03;;;9.54;nan
113;BME280;45999;48.808;9.182;2022-09-28T03:13:48;96104.94;;;9.56;nan
113;BME280;45999;48.808;9.182;2022-09-28T03:16:17;96113.41;;;9.53;nan
113;BME280;45999;48.808;9.182;2022-09-28T03:18:44;96100.94;;;9.53;nan
113;BME280;45999;48.808;9.182;2022-09-28T03:21:12;96096.72;;;9.57;nan
113;BME280;45999;48.808;9.182;2022-09-28T03:23:39;96091.69;;;9.56;nan
113;BME280;45999;48.808;9.182;2022-09-28T03:26:12;96089.53;;;9.58;nan
113;BME280;45999;48.808;9.182;2022-09-28T03:28:41;96091.16;;;9.59;nan
113;BME280;45999;48.808;9.182;2022-09-28T03:31:07;96089.03;;;9.61;nan
113;BME280;45999;48.808;9.182;2022-09-28T03:33:34;96097.25;;;9.64;nan
113;BME280;45999;48.808;9.182;2022-09-28T03:36:00;96095.16;;;9.61;nan
113;BME280;45999;48.808;9.182;2022-09-28T03:38:26;96094.34;;;9.61;nan
113;BME280;45999;48.808;9.182;2022-09-28T03:40:57;96097.81;;;9.66;nan
113;BME280;45999;48.808;9.182;2022-09-28T03:43:25;96106.00;;;9.60;nan
113;BME280;45999;48.808;9.182;2022-09-28T03:45:55;96105.47;;;9.63;nan
113;BME280;45999;48.808;9.182;2022-09-28T03:48:30;96123.25;;;9.57;nan
113;BME280;45999;48.808;9.182;2022-09-28T03:50:59;96148.47;;;9.60;nan
113;BME280;45999;48.808;9.182;2022-09-28T03:53:26;96137.81;;;9.55;nan
113;BME280;45999;48.808;9.182;2022-09-28T03:55:53;96147.84;;;9.43;nan
113;BME280;45999;48.808;9.182;2022-09-28T03:58:21;96141.94;;;9.31;nan
113;BME280;45999;48.808;9.182;2022-09-28T04:00:48;96142.47;;;9.28;nan
113;BME280;45999;48.808;9.182;2022-09-28T04:03:14;96134.72;;;9.16;nan
113;BME280;45999;48.808;9.182;2022-09-28T04:05:51;96137.84;;;9.13;nan
113;BME280;45999;48.808;9.182;2022-09-28T04:08:18;96131.75;;;9.13;nan
113;BME280;45999;48.808;9.182;2022-09-28T04:10:45;96134.94;;;9.10;nan
113;BME280;45999;48.808;9.182;2022-09-28T04:13:12;96127.75;;;9.10;nan
113;BME280;45999;48.808;9.182;2022-09-28T04:15:39;96137.03;;;9.08;nan
113;BME280;45999;48.808;9.182;2022-09-28T04:18:11;96138.34;;;9.05;nan
113;BME280;45999;48.808;9.182;2022-09-28T04:20:38;96132.78;;;9.07;nan
113;BME280;45999;48.808;9.182;2022-09-28T04:23:05;96131.22;;;9.11;nan
113;BME280;45999;48.808;9.182;2022-09-28T04:25:32;96130.72;;;9.14;nan
113;BME280;45999;48.808;9.182;2022-09-28T04:27:58;96137.88;;;9.18;nan
