sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
33006;SDS011;19361;51.598;7.650;2022-02-08T00:00:13;8.80;;;2.47;;
33006;SDS011;19361;51.598;7.650;2022-02-08T00:05:14;11.55;;;2.60;;
33006;SDS011;19361;51.598;7.650;2022-02-08T00:10:17;12.02;;;2.85;;
33006;SDS011;19361;51.598;7.650;2022-02-08T00:15:18;16.23;;;2.60;;
33006;SDS011;19361;51.598;7.650;2022-02-08T00:20:20;12.40;;;2.78;;
33006;SDS011;19361;51.598;7.650;2022-02-08T00:25:20;13.00;;;2.50;;
33006;SDS011;19361;51.598;7.650;2022-02-08T00:30:21;13.55;;;2.67;;
33006;SDS011;19361;51.598;7.650;2022-02-08T00:35:22;18.25;;;3.35;;
33006;SDS011;19361;51.598;7.650;2022-02-08T00:40:23;5.47;;;2.60;;
33006;SDS011;19361;51.598;7.650;2022-02-08T00:45:26;12.27;;;2.65;;
33006;SDS011;19361;51.598;7.650;2022-02-08T00:50:45;7.47;;;2.70;;
33006;SDS011;19361;51.598;7.650;2022-02-08T00:55:50;8.40;;;2.67;;
33006;SDS011;19361;51.598;7.650;2022-02-08T01:00:50;9.88;;;3.10;;
33006;SDS011;19361;51.598;7.650;2022-02-08T01:05:51;9.20;;;3.30;;
33006;SDS011;19361;51.598;7.650;2022-02-08T01:11:04;13.35;;;3.20;;
33006;SDS011;19361;51.598;7.650;2022-02-08T01:16:09;9.88;;;3.50;;
33006;SDS011;19361;51.598;7.650;2022-02-08T01:21:10;21.10;;;3.38;;
33006;SDS011;19361;51.598;7.650;2022-02-08T01:26:11;15.20;;;3.00;;
33006;SDS011;19361;51.598;7.650;2022-02-08T01:31:15;12.18;;;2.75;;
33006;SDS011;19361;51.598;7.650;2022-02-08T01:36:18;15.25;;;3.67;;
33006;SDS011;19361;51.598;7.650;2022-02-08T01:41:19;16.40;;;3.42;;
33006;SDS011;19361;51.598;7.650;2022-02-08T01:46:39;13.38;;;3.38;;
33006;SDS011;19361;51.598;7.650;2022-02-08T01:51:55;12.25;;;3.40;;
33006;SDS011;19361;51.598;7.650;2022-02-08T01:56:58;16.73;;;3.33;;
33006;SDS011;19361;51.598;7.650;2022-02-08T02:01:59;11.50;;;3.30;;
33006;SDS011;19361;51.598;7.650;2022-02-08T02:07:00;17.20;;;4.15;;
33006;SDS011;19361;51.598;7.650;2022-02-08T02:12:02;15.38;;;4.25;;
33006;SDS011;19361;51.598;7.650;2022-02-08T02:17:07;14.18;;;3.85;;
33006;SDS011;19361;51.598;7.650;2022-02-08T02:22:09;16.83;;;4.38;;
33006;SDS011;19361;51.598;7.650;2022-02-08T02:27:10;19.25;;;4.28;;
33006;SDS011;19361;51.598;7.650;2022-02-08T02:32:11;14.70;;;4.07;;
33006;SDS011;19361;51.598;7.650;2022-02-08T02:37:13;18.05;;;4.32;;
33006;SDS011;19361;51.598;7.650;2022-02-08T02:42:15;11.52;;;3.75;;
33006;SDS011;19361;51.598;7.650;2022-02-08T02:47:18;9.95;;;3.55;;
33006;SDS011;19361;51.598;7.650;2022-02-08T02:52:19;10.73;;;3.65;;
33006;SDS011;19361;51.598;7.650;2022-02-08T02:57:20;9.18;;;3.17;;
33006;SDS011;19361;51.598;7.650;2022-02-08T03:02:24;8.00;;;3.03;;
33006;SDS011;19361;51.598;7.650;2022-02-08T03:07:36;8.10;;;2.67;;
33006;SDS011;19361;51.598;7.650;2022-02-08T03:12:55;7.88;;;2.80;;
33006;SDS011;19361;51.598;7.650;2022-02-08T03:18:15;9.55;;;3.13;;
33006;SDS011;19361;51.598;7.650;2022-02-08T03:23:21;7.32;;;2.60;;
33006;SDS011;19361;51.598;7.650;2022-02-08T03:28:22;5.10;;;2.38;;
33006;SDS011;19361;51.598;7.650;2022-02-08T03:33:23;6.93;;;2.72;;
33006;SDS011;19361;51.598;7.650;2022-02-08T03:38:26;5.65;;;2.63;;
33006;SDS011;19361;51.598;7.650;2022-02-08T03:43:40;7.93;;;2.80;;
33006;SDS011;19361;51.598;7.650;2022-02-08T03:48:45;5.53;;;2.42;;
33006;SDS011;19361;51.598;7.650;2022-02-08T03:53:46;3.40;;;2.28;;
33006;SDS011;19361;51.598;7.650;2022-02-08T03:58:47;5.03;;;2.17;;
33006;SDS011;19361;51.598;7.650;2022-02-08T04:03:48;4.85;;;2.38;;
33006;SDS011;19361;51.598;7.650;2022-02-08T04:09:11;4.53;;;1.80;;
33006;SDS011;19361;51.598;7.650;2022-02-08T04:14:12;5.82;;;2.05;;
33006;SDS011;19361;51.598;7.650;2022-02-08T04:19:25;3.03;;;2.00;;
33006;SDS011;19361;51.598;7.650;2022-02-08T04:24:36;3.38;;;2.20;;
33006;SDS011;19361;51.598;7.650;2022-02-08T04:29:55;2.22;;;2.03;;
33006;SDS011;19361;51.598;7.650;2022-02-08T04:35:14;4.05;;;2.40;;
33006;SDS011;19361;51.598;7.650;2022-02-08T04:40:24;3.95;;;2.80;;
33006;SDS011;19361;51.598;7.650;2022-02-08T04:45:39;3.55;;;2.33;;
33006;SDS011;19361;51.598;7.650;2022-02-08T04:50:50;3.03;;;2.80;;
33006;SDS011;19361;51.598;7.650;2022-02-08T04:55:57;4.70;;;3.17;;
33006;SDS011;19361;51.598;7.650;2022-02-08T05:01:08;8.20;;;4.15;;
33006;SDS011;19361;51.598;7.650;2022-02-08T05:06:17;5.40;;;3.80;;
33006;SDS011;19361;51.598;7.650;2022-02-08T05:11:37;5.45;;;3.88;;
33006;SDS011;19361;51.598;7.650;2022-02-08T05:16:56;10.95;;;4.30;;
33006;SDS011;19361;51.598;7.650;2022-02-08T05:22:15;7.38;;;4.68;;
33006;SDS011;19361;51.598;7.650;2022-02-08T05:27:34;9.00;;;5.15;;
33006;SDS011;19361;51.598;7.650;2022-02-08T05:32:50;7.50;;;4.97;;
33006;SDS011;19361;51.598;7.650;2022-02-08T05:38:17;6.20;;;4.60;;
33006;SDS011;19361;51.598;7.650;2022-02-08T05:43:37;7.35;;;6.13;;
33006;SDS011;19361;51.598;7.650;2022-02-08T05:48:56;8.55;;;5.60;;
33006;SDS011;19361;51.598;7.650;2022-02-08T05:54:05;11.75;;;5.90;;
33006;SDS011;19361;51.598;7.650;2022-02-08T05:59:07;11.82;;;6.32;;
33006;SDS011;19361;51.598;7.650;2022-02-08T06:04:09;9.73;;;6.53;;
33006;SDS011;19361;51.598;7.650;2022-02-08T06:09:11;10.88;;;6.80;;
33006;SDS011;19361;51.598;7.650;2022-02-08T06:14:12;10.73;;;6.32;;
33006;SDS011;19361;51.598;7.650;2022-02-08T06:19:13;10.73;;;6.47;;
33006;SDS011;19361;51.598;7.650;2022-02-08T06:24:13;10.20;;;6.07;;
33006;SDS011;19361;51.598;7.650;2022-02-08T06:29:14;9.95;;;6.10;;
33006;SDS011;19361;51.598;7.650;2022-02-08T06:34:20;11.18;;;6.72;;
33006;SDS011;19361;51.598;7.650;2022-02-08T06:39:24;11.77;;;5.90;;
33006;SDS011;19361;51.598;7.650;2022-02-08T06:44:26;8.32;;;6.00;;
33006;SDS011;19361;51.598;7.650;2022-02-08T06:49:27;11.18;;;5.55;;
33006;SDS011;19361;51.598;7.650;2022-02-08T06:54:28;10.15;;;5.18;;
33006;SDS011;19361;51.598;7.650;2022-02-08T06:59:28;7.00;;;4.90;;
33006;SDS011;19361;51.598;7.650;2022-02-08T07:04:36;10.27;;;4.80;;
33006;SDS011;19361;51.598;7.650;2022-02-08T07:09:36;6.00;;;4.38;;
33006;SDS011;19361;51.598;7.650;2022-02-08T07:14:37;5.68;;;4.20;;
33006;SDS011;19361;51.598;7.650;2022-02-08T07:19:39;7.25;;;4.15;;
33006;SDS011;19361;51.598;7.650;2022-02-08T07:24:40;4.50;;;4.10;;
33006;SDS011;19361;51.598;7.650;2022-02-08T07:29:41;5.85;;;4.47;;
33006;SDS011;19361;51.598;7.650;2022-02-08T07:34:50;6.85;;;4.22;;
33006;SDS011;19361;51.598;7.650;2022-02-08T07:39:59;6.80;;;4.63;;
33006;SDS011;19361;51.598;7.650;2022-02-08T07:45:04;7.07;;;4.00;;
33006;SDS011;19361;51.598;7.650;2022-02-08T07:50:05;5.53;;;4.32;;
33006;SDS011;19361;51.598;7.650;2022-02-08T07:55:07;9.30;;;4.28;;
