sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
33006;SDS011;19361;51.598;7.650;2022-02-26T00:01:01;10.48;;;3.35;;
33006;SDS011;19361;51.598;7.650;2022-02-26T00:06:02;7.93;;;3.10;;
33006;SDS011;19361;51.598;7.650;2022-02-26T00:11:03;8.73;;;2.88;;
33006;SDS011;19361;51.598;7.650;2022-02-26T00:16:05;12.65;;;3.92;;
33006;SDS011;19361;51.598;7.650;2022-02-26T00:21:05;12.70;;;3.30;;
33006;SDS011;19361;51.598;7.650;2022-02-26T00:26:06;10.30;;;3.83;;
33006;SDS011;19361;51.598;7.650;2022-02-26T00:31:07;7.40;;;3.00;;
33006;SDS011;19361;51.598;7.650;2022-02-26T00:36:07;10.52;;;2.83;;
33006;SDS011;19361;51.598;7.650;2022-02-26T00:41:08;13.82;;;3.90;;
33006;SDS011;19361;51.598;7.650;2022-02-26T00:46:09;11.30;;;3.10;;
33006;SDS011;19361;51.598;7.650;2022-02-26T00:51:10;8.73;;;3.20;;
33006;SDS011;19361;51.598;7.650;2022-02-26T00:56:11;14.15;;;3.42;;
33006;SDS011;19361;51.598;7.650;2022-02-26T01:01:12;7.95;;;2.90;;
33006;SDS011;19361;51.598;7.650;2022-02-26T01:06:13;9.88;;;2.90;;
33006;SDS011;19361;51.598;7.650;2022-02-26T01:11:13;8.80;;;3.10;;
33006;SDS011;19361;51.598;7.650;2022-02-26T01:16:14;11.10;;;3.15;;
33006;SDS011;19361;51.598;7.650;2022-02-26T01:21:15;9.13;;;2.97;;
33006;SDS011;19361;51.598;7.650;2022-02-26T01:26:16;10.27;;;2.95;;
33006;SDS011;19361;51.598;7.650;2022-02-26T01:31:18;9.85;;;2.47;;
33006;SDS011;19361;51.598;7.650;2022-02-26T01:36:20;12.32;;;3.08;;
33006;SDS011;19361;51.598;7.650;2022-02-26T01:41:21;12.82;;;3.05;;
33006;SDS011;19361;51.598;7.650;2022-02-26T01:46:23;11.23;;;2.80;;
33006;SDS011;19361;51.598;7.650;2022-02-26T01:51:24;10.05;;;3.00;;
33006;SDS011;19361;51.598;7.650;2022-02-26T01:56:25;15.23;;;2.45;;
33006;SDS011;19361;51.598;7.650;2022-02-26T02:01:26;9.00;;;2.55;;
33006;SDS011;19361;51.598;7.650;2022-02-26T02:06:27;14.02;;;2.85;;
33006;SDS011;19361;51.598;7.650;2022-02-26T02:11:28;9.82;;;2.80;;
33006;SDS011;19361;51.598;7.650;2022-02-26T02:16:30;14.15;;;3.30;;
33006;SDS011;19361;51.598;7.650;2022-02-26T02:21:31;12.02;;;3.20;;
33006;SDS011;19361;51.598;7.650;2022-02-26T02:26:35;10.60;;;2.97;;
33006;SDS011;19361;51.598;7.650;2022-02-26T02:31:37;14.40;;;2.42;;
33006;SDS011;19361;51.598;7.650;2022-02-26T02:36:41;10.63;;;2.97;;
33006;SDS011;19361;51.598;7.650;2022-02-26T02:41:46;13.13;;;2.58;;
33006;SDS011;19361;51.598;7.650;2022-02-26T02:46:47;6.40;;;2.90;;
33006;SDS011;19361;51.598;7.650;2022-02-26T02:51:48;7.65;;;2.95;;
